Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      4.39     0.00   339970     0.00     0.00  Operation** std::__copy_move_a2<false, Operation**, Operation**>(Operation**, Operation**, Operation**)
  0.00      4.39     0.00   339970     0.00     0.00  Operation** std::uninitialized_copy<Operation**, Operation**>(Operation**, Operation**, Operation**)
  0.00      4.39     0.00   339970     0.00     0.00  Operation** std::__uninitialized_copy_a<Operation**, Operation**, Operation*>(Operation**, Operation**, Operation**, std::allocator<Operation*>&)
  0.00      4.39     0.00   339970     0.00     0.00  Operation** std::__uninitialized_move_if_noexcept_a<Operation**, Operation**, std::allocator<Operation*> >(Operation**, Operation**, Operation**, std::allocator<Operation*>&)
  0.00      4.39     0.00   339970     0.00     0.00  Operation** std::copy<Operation**, Operation**>(Operation**, Operation**, Operation**)
  0.00      4.39     0.00   339970     0.00     0.00  void std::_Destroy<Operation**>(Operation**, Operation**)
  0.00      4.39     0.00   339970     0.00     0.00  void std::_Destroy<Operation**, Operation*>(Operation**, Operation**, std::allocator<Operation*>&)
  0.00      4.39     0.00   300400     0.00     0.00  __gnu_cxx::new_allocator<int>::construct(int*, int const&)
  0.00      4.39     0.00   300400     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&)
  0.00      4.39     0.00   300400     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int const&)
  0.00      4.39     0.00   295894     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      4.39     0.00   211950     0.00     0.00  std::_List_iterator<Operation*>::_M_const_cast() const
  0.00      4.39     0.00   196664     0.00     0.00  std::vector<int, std::allocator<int> >::capacity() const
  0.00      4.39     0.00   195148     0.00     0.00  std::_List_iterator<std::pair<Operation*, Operation*> >::operator!=(std::_List_iterator<std::pair<Operation*, Operation*> > const&) const
  0.00      4.39     0.00   193658     0.00     0.00  Bierwirth::operator=(Bierwirth const&)
  0.00      4.39     0.00   193658     0.00     0.00  std::_List_const_iterator<Operation*>::operator==(std::_List_const_iterator<Operation*> const&) const
  0.00      4.39     0.00   193658     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      4.39     0.00   193658     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      4.39     0.00   193658     0.00     0.00  std::__cxx11::list<Operation*, std::allocator<Operation*> >::end() const
  0.00      4.39     0.00   193658     0.00     0.00  std::__cxx11::list<Operation*, std::allocator<Operation*> >::begin() const
  0.00      4.39     0.00   193658     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      4.39     0.00   193658     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      4.39     0.00   193658     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&)
  0.00      4.39     0.00   186143     0.00     0.00  std::__cxx11::list<Operation*, std::allocator<Operation*> >::erase(std::_List_iterator<Operation*>, std::_List_iterator<Operation*>)
  0.00      4.39     0.00   169985     0.00     0.00  __gnu_cxx::new_allocator<Operation*>::deallocate(Operation**, unsigned int)
  0.00      4.39     0.00   169985     0.00     0.00  __gnu_cxx::new_allocator<Operation*>::allocate(unsigned int, void const*)
  0.00      4.39     0.00   169985     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Operation*> >::deallocate(std::allocator<Operation*>&, Operation**, unsigned int)
  0.00      4.39     0.00   169985     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Operation*> >::allocate(std::allocator<Operation*>&, unsigned int)
  0.00      4.39     0.00   169985     0.00     0.00  __gnu_cxx::__normal_iterator<Operation**, std::vector<Operation*, std::allocator<Operation*> > >::difference_type __gnu_cxx::operator-<Operation**, std::vector<Operation*, std::allocator<Operation*> > >(__gnu_cxx::__normal_iterator<Operation**, std::vector<Operation*, std::allocator<Operation*> > > const&, __gnu_cxx::__normal_iterator<Operation**, std::vector<Operation*, std::allocator<Operation*> > > const&)
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::_M_check_len(unsigned int, char const*) const
  0.00      4.39     0.00   169985     0.00     0.00  std::allocator<Operation*>::allocator()
  0.00      4.39     0.00   169985     0.00     0.00  std::allocator<Operation*>::~allocator()
  0.00      4.39     0.00   169985     0.00     0.00  std::_Vector_base<Operation*, std::allocator<Operation*> >::_M_allocate(unsigned int)
  0.00      4.39     0.00   169985     0.00     0.00  std::_Vector_base<Operation*, std::allocator<Operation*> >::_Vector_impl::_Vector_impl()
  0.00      4.39     0.00   169985     0.00     0.00  std::_Vector_base<Operation*, std::allocator<Operation*> >::_Vector_impl::~_Vector_impl()
  0.00      4.39     0.00   169985     0.00     0.00  std::_Vector_base<Operation*, std::allocator<Operation*> >::_Vector_base()
  0.00      4.39     0.00   169985     0.00     0.00  std::_Vector_base<Operation*, std::allocator<Operation*> >::~_Vector_base()
  0.00      4.39     0.00   169985     0.00     0.00  Operation** std::__uninitialized_fill_n<true>::__uninit_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&)
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::end()
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::begin()
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::insert(__gnu_cxx::__normal_iterator<Operation**, std::vector<Operation*, std::allocator<Operation*> > >, unsigned int, Operation* const&)
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::resize(unsigned int, Operation*)
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::vector()
  0.00      4.39     0.00   169985     0.00     0.00  std::vector<Operation*, std::allocator<Operation*> >::~vector()
  0.00      4.39     0.00   169985     0.00     0.00  Operation** std::uninitialized_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&)
  0.00      4.39     0.00   169985     0.00     0.00  Operation** std::__uninitialized_fill_n_a<Operation**, unsigned int, Operation*, Operation*>(Operation**, unsigned int, Operation* const&, std::allocator<Operation*>&)
  0.00      4.39     0.00   169985     0.00     0.00  Operation** std::fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&)
  0.00      4.39     0.00   168482     0.00     0.00  std::_List_iterator<std::pair<Operation*, Operation*> >::operator++()
  0.00      4.39     0.00   120520     0.00     0.00  bool __gnu_cxx::operator!=<Operation const*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > const&)
  0.00      4.39     0.00   100600     0.00     0.00  void std::_Construct<Operation, Operation>(Operation*, Operation const&)
  0.00      4.39     0.00   100600     0.00     0.00  Operation* std::__addressof<Operation>(Operation&)
  0.00      4.39     0.00   100400     0.00     0.00  __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator++()
  0.00      4.39     0.00   100400     0.00     0.00  __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator*() const
  0.00      4.39     0.00    93524     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::base() const
  0.00      4.39     0.00    75540     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::base() const
  0.00      4.39     0.00    75534     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::__normal_iterator(std::vector<Operation, std::allocator<Operation> >* const&)
  0.00      4.39     0.00    53364     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::__normal_iterator(std::vector<Operation, std::allocator<Operation> > const* const&)
  0.00      4.39     0.00    51876     0.00     0.00  std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::size() const
  0.00      4.39     0.00    50352     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, false>::_S_base(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >)
  0.00      4.39     0.00    50352     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >)
  0.00      4.39     0.00    50352     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >)
  0.00      4.39     0.00    50352     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >)
  0.00      4.39     0.00    44702     0.00     0.00  std::__cxx11::_List_base<Operation*, std::allocator<Operation*> >::_M_set_size(unsigned int)
  0.00      4.39     0.00    41778     0.00     0.00  std::__cxx11::list<Operation*, std::allocator<Operation*> >::push_back(Operation* const&)
  0.00      4.39     0.00    40240     0.00     0.00  std::vector<Operation, std::allocator<Operation> >* std::__addressof<std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >&)
  0.00      4.39     0.00    37187     0.00     0.00  std::__cxx11::_List_base<Operation*, std::allocator<Operation*> >::_M_init()
