Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   25179/75534       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::__normal_iterator(std::vector<Operation, std::allocator<Operation> >* const&) [273]
-----------------------------------------------
                0.00    0.00       3/25179       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, unsigned int, std::vector<Operation, std::allocator<Operation> > const&) [433]
                0.00    0.00   25176/25179       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::operator=(std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > const&) [48]
[290]    0.0    0.00    0.00   25179         std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::begin() [290]
                0.00    0.00   25179/75534       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::__normal_iterator(std::vector<Operation, std::allocator<Operation> >* const&) [273]
-----------------------------------------------
                0.00    0.00   25176/25176       void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [294]
[291]    0.0    0.00    0.00   25176         bool __gnu_cxx::operator!=<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&) [291]
                0.00    0.00   50352/75540       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::base() const [272]
-----------------------------------------------
                0.00    0.00   25176/25176       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::operator=(std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > const&) [48]
[292]    0.0    0.00    0.00   25176         std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::capacity() const [292]
-----------------------------------------------
                0.00    0.00   25176/25176       std::_Niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [295]
[293]    0.0    0.00    0.00   25176         std::_Iter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [293]
                0.00    0.00   25176/75540       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::base() const [272]
-----------------------------------------------
                0.00    0.00   25176/25176       void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [296]
[294]    0.0    0.00    0.00   25176         void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [294]
                0.00    0.00   25176/25176       bool __gnu_cxx::operator!=<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&) [291]
-----------------------------------------------
                0.00    0.00   25176/25176       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [50]
[295]    0.0    0.00    0.00   25176         std::_Niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [295]
                0.00    0.00   25176/25176       std::_Iter_base<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [293]
-----------------------------------------------
                0.00    0.00   25176/25176       void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [297]
[296]    0.0    0.00    0.00   25176         void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [296]
                0.00    0.00   25176/25176       void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [294]
-----------------------------------------------
                0.00    0.00   25176/25176       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::operator=(std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > const&) [48]
[297]    0.0    0.00    0.00   25176         void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [297]
                0.00    0.00   25176/25176       void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >) [296]
-----------------------------------------------
                0.00    0.00   21586/21586       std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*>(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*) [379]
[298]    0.0    0.00    0.00   21586         bool __gnu_cxx::operator!=<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > > const&) [298]
                0.00    0.00   43172/93524       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::base() const [271]
-----------------------------------------------
                0.00    0.00      80/20200       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::max_size(std::allocator<Operation> const&) [394]
                0.00    0.00   20120/20200       __gnu_cxx::new_allocator<Operation>::allocate(unsigned int, void const*) [312]
[299]    0.0    0.00    0.00   20200         __gnu_cxx::new_allocator<Operation>::max_size() const [299]
-----------------------------------------------
                0.00    0.00      80/20200       std::vector<Operation, std::allocator<Operation> >::max_size() const [395]
                0.00    0.00   20120/20200       std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [322]
[300]    0.0    0.00    0.00   20200         std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const [300]
-----------------------------------------------
                0.00    0.00   20163/20163       void std::_Destroy<Operation*>(Operation*, Operation*) [303]
[301]    0.0    0.00    0.00   20163         void std::_Destroy_aux<true>::__destroy<Operation*>(Operation*, Operation*) [301]
-----------------------------------------------
                0.00    0.00      40/20163       std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
                0.00    0.00   20123/20163       std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [309]
[302]    0.0    0.00    0.00   20163         std::_Vector_base<Operation, std::allocator<Operation> >::_M_deallocate(Operation*, unsigned int) [302]
                0.00    0.00   20120/20120       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::deallocate(std::allocator<Operation>&, Operation*, unsigned int) [314]
-----------------------------------------------
                0.00    0.00   20163/20163       void std::_Destroy<Operation*, Operation>(Operation*, Operation*, std::allocator<Operation>&) [304]
[303]    0.0    0.00    0.00   20163         void std::_Destroy<Operation*>(Operation*, Operation*) [303]
                0.00    0.00   20163/20163       void std::_Destroy_aux<true>::__destroy<Operation*>(Operation*, Operation*) [301]
-----------------------------------------------
                0.00    0.00      40/20163       std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
                0.00    0.00   20123/20163       std::vector<Operation, std::allocator<Operation> >::~vector() [310]
[304]    0.0    0.00    0.00   20163         void std::_Destroy<Operation*, Operation>(Operation*, Operation*, std::allocator<Operation>&) [304]
                0.00    0.00   20163/20163       void std::_Destroy<Operation*>(Operation*, Operation*) [303]
-----------------------------------------------
                0.00    0.00      40/20160       std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
                0.00    0.00   20120/20160       std::_Vector_base<Operation, std::allocator<Operation> >::_M_create_storage(unsigned int) [319]
[305]    0.0    0.00    0.00   20160         std::_Vector_base<Operation, std::allocator<Operation> >::_M_allocate(unsigned int) [305]
                0.00    0.00   20120/20120       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::allocate(std::allocator<Operation>&, unsigned int) [316]
-----------------------------------------------
                0.00    0.00   20123/20123       std::allocator<Operation>::~allocator() [307]
[306]    0.0    0.00    0.00   20123         __gnu_cxx::new_allocator<Operation>::~new_allocator() [306]
-----------------------------------------------
                0.00    0.00   20123/20123       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl() [308]
[307]    0.0    0.00    0.00   20123         std::allocator<Operation>::~allocator() [307]
                0.00    0.00   20123/20123       __gnu_cxx::new_allocator<Operation>::~new_allocator() [306]
-----------------------------------------------
                0.00    0.00   20123/20123       std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [309]
[308]    0.0    0.00    0.00   20123         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl() [308]
                0.00    0.00   20123/20123       std::allocator<Operation>::~allocator() [307]
-----------------------------------------------
                0.00    0.00   20123/20123       std::vector<Operation, std::allocator<Operation> >::~vector() [310]
[309]    0.0    0.00    0.00   20123         std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [309]
                0.00    0.00   20123/20163       std::_Vector_base<Operation, std::allocator<Operation> >::_M_deallocate(Operation*, unsigned int) [302]
                0.00    0.00   20123/20123       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl() [308]
-----------------------------------------------
                0.00    0.00       3/20123       Data::lireInstance(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [118]
                0.00    0.00   20120/20123       void std::_Destroy<std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*) [326]
[310]    0.0    0.00    0.00   20123         std::vector<Operation, std::allocator<Operation> >::~vector() [310]
                0.00    0.00   20123/384748      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() [196]
                0.00    0.00   20123/20163       void std::_Destroy<Operation*, Operation>(Operation*, Operation*, std::allocator<Operation>&) [304]
                0.00    0.00   20123/20123       std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [309]
-----------------------------------------------
                0.00    0.00   20120/20120       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::deallocate(std::allocator<Operation>&, Operation*, unsigned int) [314]
[311]    0.0    0.00    0.00   20120         __gnu_cxx::new_allocator<Operation>::deallocate(Operation*, unsigned int) [311]
-----------------------------------------------
                0.00    0.00   20120/20120       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::allocate(std::allocator<Operation>&, unsigned int) [316]
[312]    0.0    0.00    0.00   20120         __gnu_cxx::new_allocator<Operation>::allocate(unsigned int, void const*) [312]
                0.00    0.00   20120/20200       __gnu_cxx::new_allocator<Operation>::max_size() const [299]
-----------------------------------------------
                0.00    0.00   20120/20120       std::allocator<Operation>::allocator(std::allocator<Operation> const&) [317]
[313]    0.0    0.00    0.00   20120         __gnu_cxx::new_allocator<Operation>::new_allocator(__gnu_cxx::new_allocator<Operation> const&) [313]
-----------------------------------------------
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_M_deallocate(Operation*, unsigned int) [302]
[314]    0.0    0.00    0.00   20120         __gnu_cxx::__alloc_traits<std::allocator<Operation> >::deallocate(std::allocator<Operation>&, Operation*, unsigned int) [314]
                0.00    0.00   20120/20120       __gnu_cxx::new_allocator<Operation>::deallocate(Operation*, unsigned int) [311]
-----------------------------------------------
                0.00    0.00   20120/20120       std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [322]
[315]    0.0    0.00    0.00   20120         __gnu_cxx::__alloc_traits<std::allocator<Operation> >::_S_select_on_copy(std::allocator<Operation> const&) [315]
-----------------------------------------------
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_M_allocate(unsigned int) [305]
[316]    0.0    0.00    0.00   20120         __gnu_cxx::__alloc_traits<std::allocator<Operation> >::allocate(std::allocator<Operation>&, unsigned int) [316]
                0.00    0.00   20120/20120       __gnu_cxx::new_allocator<Operation>::allocate(unsigned int, void const*) [312]
-----------------------------------------------
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::allocator<Operation> const&) [318]
[317]    0.0    0.00    0.00   20120         std::allocator<Operation>::allocator(std::allocator<Operation> const&) [317]
                0.00    0.00   20120/20120       __gnu_cxx::new_allocator<Operation>::new_allocator(__gnu_cxx::new_allocator<Operation> const&) [313]
-----------------------------------------------
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(unsigned int, std::allocator<Operation> const&) [320]
[318]    0.0    0.00    0.00   20120         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::allocator<Operation> const&) [318]
                0.00    0.00   20120/20120       std::allocator<Operation>::allocator(std::allocator<Operation> const&) [317]
-----------------------------------------------
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(unsigned int, std::allocator<Operation> const&) [320]
[319]    0.0    0.00    0.00   20120         std::_Vector_base<Operation, std::allocator<Operation> >::_M_create_storage(unsigned int) [319]
                0.00    0.00   20120/20160       std::_Vector_base<Operation, std::allocator<Operation> >::_M_allocate(unsigned int) [305]
-----------------------------------------------
                0.00    0.00   20120/20120       std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [322]
[320]    0.0    0.00    0.00   20120         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(unsigned int, std::allocator<Operation> const&) [320]
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::allocator<Operation> const&) [318]
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_M_create_storage(unsigned int) [319]
-----------------------------------------------
                0.00    0.00   20120/20120       Operation* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*>(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*) [324]
[321]    0.0    0.00    0.00   20120         Operation* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*>(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*) [321]
                0.00    0.00  120520/120520      bool __gnu_cxx::operator!=<Operation const*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > const&) [266]
                0.00    0.00  100400/100400      __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator*() const [270]
                0.00    0.00  100400/100600      Operation* std::__addressof<Operation>(Operation&) [268]
                0.00    0.00  100400/100600      void std::_Construct<Operation, Operation>(Operation*, Operation const&) [267]
                0.00    0.00  100400/100400      __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator++() [269]
-----------------------------------------------
                0.00    0.00   20120/20120       void std::_Construct<std::vector<Operation, std::allocator<Operation> >, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > const&) [323]
[322]    0.0    0.00    0.00   20120         std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [322]
                0.00    0.00   20120/20200       std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const [300]
                0.00    0.00   20120/20120       __gnu_cxx::__alloc_traits<std::allocator<Operation> >::_S_select_on_copy(std::allocator<Operation> const&) [315]
                0.00    0.00   20120/709050      std::vector<Operation, std::allocator<Operation> >::size() const [166]
                0.00    0.00   20120/20120       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(unsigned int, std::allocator<Operation> const&) [320]
                0.00    0.00   20120/384748      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() [196]
                0.00    0.00   20120/364465      std::vector<Operation, std::allocator<Operation> >::end() const [197]
                0.00    0.00   20120/364465      std::vector<Operation, std::allocator<Operation> >::begin() const [198]
                0.00    0.00   20120/20120       Operation* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*, Operation>(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*, std::allocator<Operation>&) [325]
-----------------------------------------------
                0.00    0.00      40/20120       std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<Operation, std::allocator<Operation> >*, unsigned int, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, unsigned int, std::vector<Operation, std::allocator<Operation> > const&) [431]
                0.00    0.00   20080/20120       std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*>(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*) [379]
[323]    0.0    0.00    0.00   20120         void std::_Construct<std::vector<Operation, std::allocator<Operation> >, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > const&) [323]
                0.00    0.00   20120/1327059     operator new(unsigned int, void*) [132]
